customer_id,customer_name,city,city_tier,age_group,gender,acquisition_channel,membership_tier,registration_date,preferred_slot,phone_number
CUST00553,Omkar Subramaniam,Pune,Tier 2,36-45,Female,Organic,None,2022-07-22,Evening 4-8 PM,9457185297
CUST00554,Pankaj Hegde,Lucknow,Tier 2,26-35,Male,Paid Ads,Silver,2023-03-16,Late Night 8-11 PM,9254482024
CUST00555,Simran Menon,Delhi,Tier 1,36-45,Male,Paid Ads,Silver,2021-03-13,Morning 6-10 AM,9369075781
CUST00556,Akash Subramaniam,Pune,Tier 2,26-35,Female,Organic,Gold,2023-03-11,Morning 6-10 AM,9520187781
CUST00557,Varun Saxena,Delhi,Tier 1,46-60,Male,Paid Ads,None,2021-05-24,Evening 4-8 PM,
CUST00558,Tanvi Nair,Jaipur,Tier 2,36-45,Female,Paid Ads,Silver,2023-04-01,Evening 4-8 PM,9794790862
CUST00559,Vinay Kamath,Mumbai,Tier 1,60+,Male,Paid Ads,Silver,2022-02-20,Evening 4-8 PM,
CUST00560,Manish Ghosh,Bengaluru,Tier 1,36-45,Female,Referral,None,2021-06-23,Afternoon 10-2 PM,9303435957
CUST00561,Manish Verma,Mumbai,Tier 1,36-45,Female,Paid Ads,Platinum,2022-09-23,Morning 6-10 AM,9971640080
CUST00562,Akash Patel,Delhi,Tier 1,26-35,Male,Referral,None,2022-03-10,Afternoon 10-2 PM,9592171427
CUST00563,Vinay Rao,Jaipur,Tier 2,36-45,Male,Organic,None,2023-09-29,Evening 4-8 PM,9763971973
CUST00564,Payal Sethi,Mumbai,Tier 1,18-25,Male,Organic,None,2021-07-19,Morning 6-10 AM,9734627040
CUST00565,Farhan Nair,Mumbai,Tier 1,26-35,Female,Organic,Gold,2023-05-23,Evening 4-8 PM,9892344588
CUST00566,Ravi Nair,Hyderabad,Tier 1,60+,,Organic,None,2022-03-13,Evening 4-8 PM,9460244389
CUST00567,Prachi Rao,Mumbai,Tier 1,36-45,Male,Paid Ads,None,2022-05-14,Morning 6-10 AM,
CUST00568,Girish Bhatia,Mumbai,Tier 1,26-35,Male,Influencer,Silver,2021-01-15,Morning 6-10 AM,9799817448
CUST00569,Priya Tiwari,Delhi,Tier 1,36-45,Female,Paid Ads,None,2021-10-21,Morning 6-10 AM,9542415269
CUST00570,Kunal Bhatia,Bengaluru,Tier 1,36-45,Female,Referral,None,2021-06-30,Evening 4-8 PM,9473504921
CUST00571,Yash Malhotra,Bengaluru,Tier 1,26-35,Other,Offline,Silver,2023-11-06,Evening 4-8 PM,9807947148
CUST00572,Aryan Pillai,Mumbai,Tier 1,18-25,Male,Influencer,Silver,2023-10-16,Late Night 8-11 PM,9146295027
CUST00573,Sandeep Das,Mumbai,Tier 1,26-35,Male,Referral,Silver,2023-07-18,Evening 4-8 PM,9676986599
CUST00574,Anika Rathore,Mumbai,Tier 1,26-35,Male,Organic,Gold,2022-10-30,Afternoon 10-2 PM,9449701561
CUST00575,Gaurav Chatterjee,Bengaluru,Tier 1,26-35,Male,Paid Ads,Silver,2022-03-28,Morning 6-10 AM,9158346438
CUST00576,Kabir Menon,Ahmedabad,Tier 2,46-60,Male,Paid Ads,None,2022-02-02,Morning 6-10 AM,9317122293
CUST00577,Ananya Anand,Bengaluru,Tier 1,36-45,Male,Organic,Silver,2023-05-07,Afternoon 10-2 PM,9416927261
CUST00578,Hansika Bhatia,Hyderabad,Tier 1,46-60,Female,Paid Ads,None,2023-04-24,Morning 6-10 AM,9332403478
CUST00579,Suresh Bose,Delhi,Tier 1,18-25,Male,Influencer,None,2023-06-09,Morning 6-10 AM,9735409949
CUST00580,Zoya Subramaniam,Jaipur,Tier 2,18-25,Other,Organic,Silver,2023-10-30,Afternoon 10-2 PM,9614611532
CUST00581,Payal Hegde,Pune,Tier 2,18-25,Male,Organic,None,2023-04-13,Evening 4-8 PM,9417602552
CUST00582,Deepak Verma,Bengaluru,Tier 1,26-35,Male,Referral,None,2021-02-19,Evening 4-8 PM,9248846293
CUST00583,Seema Kumar,Ahmedabad,Tier 2,36-45,Male,Paid Ads,None,2021-05-25,Evening 4-8 PM,9670071366
CUST00584,Siddharth Yadav,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2021-06-15,Evening 4-8 PM,9158853584
CUST00585,Mihir Sen,Delhi,Tier 1,46-60,Male,Paid Ads,Gold,2023-01-19,Evening 4-8 PM,9856852333
CUST00586,Rashmi Choudhary,Mumbai,Tier 1,26-35,Other,Organic,None,2023-09-07,Morning 6-10 AM,9854672588
CUST00587,Neel Chatterjee,Mumbai,Tier 1,26-35,Male,Referral,Gold,2021-05-10,Morning 6-10 AM,9638427940
CUST00588,Harini Chauhan,Delhi,Tier 1,36-45,Female,Paid Ads,None,2023-01-24,Morning 6-10 AM,9968437953
CUST00589,Bhavya Pillai,Lucknow,Tier 2,46-60,Male,Organic,None,2022-08-14,Evening 4-8 PM,
CUST00590,Gaurav Anand,Mumbai,Tier 1,18-25,Male,Organic,Gold,2021-02-16,Late Night 8-11 PM,9681361352
CUST00591,Swati Banerjee,Jaipur,Tier 2,26-35,Female,Organic,None,2021-02-15,Morning 6-10 AM,9657938247
CUST00592,Shreya Kohli,Hyderabad,Tier 1,26-35,Female,Paid Ads,None,2023-12-22,Afternoon 10-2 PM,9426505925
CUST00593,Rajesh Reddy,Delhi,Tier 1,36-45,Male,Paid Ads,Silver,2021-04-07,Morning 6-10 AM,9278630985
CUST00594,Kiran Saxena,Hyderabad,Tier 1,36-45,Male,Organic,Silver,2021-11-11,Evening 4-8 PM,9439974407
CUST00595,Sneha Kapoor,Delhi,Tier 1,26-35,Male,Referral,Silver,2022-12-06,Evening 4-8 PM,9274587852
CUST00596,Harini Verma,Delhi,Tier 1,26-35,Male,Organic,Silver,2022-10-18,Afternoon 10-2 PM,9686419353
CUST00597,Rekha Sethi,Lucknow,Tier 2,36-45,Male,Organic,None,2021-10-29,Late Night 8-11 PM,9574707201
CUST00598,Gaurav Srivastava,Bengaluru,Tier 1,26-35,Male,Referral,Gold,2021-02-20,Morning 6-10 AM,9578859534
CUST00599,Ravi Mehta,Bengaluru,Tier 1,36-45,Male,Paid Ads,Silver,2022-07-24,Evening 4-8 PM,9578306974
CUST00600,Deepak Desai,Hyderabad,Tier 1,26-35,Male,Referral,None,2021-04-25,Afternoon 10-2 PM,9258855742
CUST00601,Siddharth Sen,Hyderabad,Tier 1,26-35,Male,Paid Ads,None,2023-07-02,Morning 6-10 AM,9881526591
CUST00602,Vandana Tiwari,Ahmedabad,Tier 2,36-45,Male,Influencer,None,2023-05-19,Late Night 8-11 PM,9997123679
CUST00603,Deepak Rao,Delhi,Tier 1,26-35,Male,Influencer,None,2021-05-16,Late Night 8-11 PM,9503482553
CUST00604,Shreya Chawla,Mumbai,Tier 1,46-60,Male,Paid Ads,Silver,2021-10-08,Evening 4-8 PM,9410808710
CUST00605,Arjun Hegde,Delhi,Tier 1,46-60,Female,Paid Ads,Gold,2023-08-08,Afternoon 10-2 PM,9265381977
CUST00606,Hansika Shetty,Bengaluru,Tier 1,36-45,Male,Referral,Platinum,2022-01-03,Morning 6-10 AM,9362798598
CUST00607,Prachi Rathore,Mumbai,Tier 1,60+,Male,Referral,None,2023-06-13,Afternoon 10-2 PM,9611144821
CUST00608,Harini Sen,Lucknow,Tier 2,26-35,Female,Influencer,Silver,2021-04-30,Morning 6-10 AM,9844407003
CUST00609,Kiran Mehta,Mumbai,Tier 1,26-35,Male,Influencer,Gold,2022-08-17,Afternoon 10-2 PM,9182492018
CUST00610,Girish Kumar,Delhi,Tier 1,36-45,Female,Organic,None,2022-10-10,Morning 6-10 AM,9423273934
CUST00611,Payal Anand,Bengaluru,Tier 1,26-35,Female,Paid Ads,Platinum,2021-10-08,Morning 6-10 AM,9620656360
CUST00612,Kiran Joshi,Bengaluru,Tier 1,26-35,Male,Influencer,None,2023-12-13,Evening 4-8 PM,9854051178
CUST00613,Gaurav Tiwari,Pune,Tier 2,26-35,Male,Influencer,None,2023-09-10,Late Night 8-11 PM,9249265120
CUST00614,Bhuvan Jain,Pune,Tier 2,36-45,Male,Referral,Gold,2021-08-31,Morning 6-10 AM,9252857173
CUST00615,Rajesh Iyer,Hyderabad,Tier 1,26-35,Other,Paid Ads,Silver,2021-08-17,Evening 4-8 PM,9913181224
CUST00616,Meera Joshi,Delhi,Tier 1,18-25,,Referral,Silver,2022-06-03,Afternoon 10-2 PM,9111029898
CUST00617,Harini Arora,Pune,Tier 2,26-35,Female,Organic,Silver,2021-07-05,Afternoon 10-2 PM,9397829845
CUST00618,Rohan Banerjee,Jaipur,Tier 2,26-35,Male,Referral,Silver,2021-05-20,Morning 6-10 AM,9115015536
CUST00619,Sachin Pillai,Delhi,Tier 1,60+,Male,Referral,None,2021-07-22,Morning 6-10 AM,9859947314
CUST00620,Payal Kohli,Delhi,Tier 1,26-35,Female,Organic,Gold,2023-02-17,Evening 4-8 PM,9537633515
CUST00621,Ramesh Nair,Mumbai,Tier 1,26-35,Male,Paid Ads,None,2022-08-14,Afternoon 10-2 PM,
CUST00622,Gaurav Roy,Bengaluru,Tier 1,26-35,Female,Paid Ads,Gold,2023-06-29,Late Night 8-11 PM,9559520342
CUST00623,Bhavya Subramaniam,Mumbai,Tier 1,46-60,Male,Referral,None,2023-10-04,Morning 6-10 AM,9661204449
CUST00624,Deepa Nair,Hyderabad,Tier 1,18-25,Male,Referral,Silver,2021-12-12,Morning 6-10 AM,9463602964
CUST00625,Seema Nair,Mumbai,Tier 1,26-35,Male,Paid Ads,None,2022-07-14,Evening 4-8 PM,9529749624
CUST00626,Lavanya Arora,Bengaluru,Tier 1,60+,Other,Paid Ads,Silver,2023-07-21,Morning 6-10 AM,9633943662
CUST00627,Ishita Verma,Bengaluru,Tier 1,18-25,Male,Organic,Platinum,2022-01-02,Evening 4-8 PM,9263999734
CUST00628,Faisal Joshi,Bengaluru,Tier 1,36-45,Female,Paid Ads,Silver,2023-08-13,Afternoon 10-2 PM,9626402312
CUST00629,Vishal Mukherjee,Delhi,Tier 1,36-45,Female,Organic,None,2023-06-01,Evening 4-8 PM,9583307859
CUST00630,Sanjay Shukla,Bengaluru,Tier 1,26-35,Male,Paid Ads,None,2022-09-13,Evening 4-8 PM,9562440328
CUST00631,Sachin Roy,Mumbai,Tier 1,26-35,Male,Referral,Platinum,2023-08-21,Evening 4-8 PM,9644048929
CUST00632,Pankaj Rathore,Mumbai,Tier 1,36-45,Male,Referral,Gold,2022-08-06,Evening 4-8 PM,
CUST00633,Sandeep Banerjee,Mumbai,Tier 1,36-45,,Referral,Silver,2023-02-19,Evening 4-8 PM,9483718906
CUST00634,Ayesha Suri,Bengaluru,Tier 1,26-35,Male,Paid Ads,None,2021-05-15,Morning 6-10 AM,9282299078
CUST00635,Ravi Patel,Mumbai,Tier 1,26-35,Female,Paid Ads,Silver,2022-07-01,Late Night 8-11 PM,9123876200
CUST00636,Sanjay Khurana,Lucknow,Tier 2,26-35,Female,Influencer,Platinum,2022-02-26,Morning 6-10 AM,9921309304
CUST00637,Kritika Bhatia,Hyderabad,Tier 1,26-35,Female,Organic,None,2021-06-04,Evening 4-8 PM,9408545686
CUST00638,Rajan Khurana,Bengaluru,Tier 1,26-35,Male,Referral,None,2021-07-14,Morning 6-10 AM,9708197748
CUST00639,Swati Pandey,Pune,Tier 2,26-35,Female,Referral,None,2022-09-07,Morning 6-10 AM,9314831026
CUST00640,Pallavi Bhatia,Bengaluru,Tier 1,26-35,Female,Paid Ads,None,2023-11-24,Evening 4-8 PM,9328656334
CUST00641,Suresh Bose,Hyderabad,Tier 1,46-60,Female,Referral,None,2023-06-08,Evening 4-8 PM,9164297440
CUST00642,Sandeep Dubey,Delhi,Tier 1,18-25,Male,Referral,Platinum,2023-06-11,Morning 6-10 AM,9169178531
CUST00643,Shreya Bose,Hyderabad,Tier 1,46-60,Female,Organic,Gold,2023-04-12,Evening 4-8 PM,9129747132
CUST00644,Rajesh Dubey,Bengaluru,Tier 1,26-35,Other,Paid Ads,Silver,2022-02-18,Late Night 8-11 PM,9377451497
CUST00645,Prachi Suri,Pune,Tier 2,36-45,Female,Organic,Silver,2021-02-10,Evening 4-8 PM,9437052680
CUST00646,Bhavya Subramaniam,Hyderabad,Tier 1,60+,Female,Referral,None,2023-03-24,Evening 4-8 PM,9250925319
CUST00647,Zoya Tripathi,Bengaluru,Tier 1,26-35,Male,Referral,Gold,2023-12-12,Afternoon 10-2 PM,9355633079
CUST00648,Ramesh Mukherjee,Delhi,Tier 1,46-60,Female,Influencer,Gold,2023-05-17,Evening 4-8 PM,9329897397
CUST00649,Sneha Tiwari,Lucknow,Tier 2,26-35,Female,Paid Ads,Platinum,2021-08-20,Afternoon 10-2 PM,9833084825
CUST00650,Prachi Krishnan,Bengaluru,Tier 1,36-45,Male,Paid Ads,Silver,2022-09-24,Afternoon 10-2 PM,9750488622
CUST00651,Vandana Suri,Mumbai,Tier 1,36-45,Male,Influencer,None,2022-06-03,Evening 4-8 PM,9852281566
CUST00652,Nandini Nair,Bengaluru,Tier 1,36-45,Male,Paid Ads,None,2023-03-16,Morning 6-10 AM,9423076194
CUST00653,Nikhil Ghosh,Mumbai,Tier 1,26-35,Female,Influencer,None,2023-04-13,Evening 4-8 PM,9186000877
CUST00654,Tarun Chauhan,Ahmedabad,Tier 2,36-45,Female,Paid Ads,None,2021-07-25,Afternoon 10-2 PM,9643672548
CUST00655,Shubham Arora,Mumbai,Tier 1,36-45,Female,Paid Ads,None,2021-04-17,Evening 4-8 PM,9576102460
CUST00656,Ishita Sharma,Pune,Tier 2,26-35,Female,Paid Ads,Gold,2021-11-20,Morning 6-10 AM,9924212122
CUST00657,Ishaan Kamath,Ahmedabad,Tier 2,36-45,Male,Offline,Gold,2021-10-01,Afternoon 10-2 PM,9987736032
CUST00658,Priya Pillai,Bengaluru,Tier 1,18-25,Male,Paid Ads,Silver,2022-04-05,Afternoon 10-2 PM,
CUST00659,Ekta Chawla,Delhi,Tier 1,26-35,Male,Paid Ads,Silver,2021-12-12,Morning 6-10 AM,9744666787
CUST00660,Deepak Sen,Bengaluru,Tier 1,26-35,Female,Organic,None,2023-07-19,Afternoon 10-2 PM,9341037805
CUST00661,Manish Gowda,Hyderabad,Tier 1,46-60,Male,Referral,None,2023-06-03,Afternoon 10-2 PM,9984858711
CUST00662,Mihir Pillai,Bengaluru,Tier 1,26-35,Male,Organic,Gold,2022-06-21,Morning 6-10 AM,9366629382
CUST00663,Nandini Sethi,Bengaluru,Tier 1,26-35,Male,Organic,None,2023-03-26,Morning 6-10 AM,9860695792
CUST00664,Bhuvan Kapoor,Delhi,Tier 1,18-25,Female,Organic,None,2023-08-23,Late Night 8-11 PM,9820256933
CUST00665,Bhuvan Saxena,Lucknow,Tier 2,36-45,Male,Organic,None,2022-09-12,Evening 4-8 PM,9241989740
CUST00666,Yash Patel,Lucknow,Tier 2,36-45,Male,Paid Ads,Silver,2023-08-17,Late Night 8-11 PM,9669538219
CUST00667,Pankaj Nair,Delhi,Tier 1,26-35,Other,Paid Ads,None,2022-07-30,Late Night 8-11 PM,9403788949
CUST00668,Pankaj Bhatia,Jaipur,Tier 2,46-60,Female,Paid Ads,Platinum,2021-12-04,Afternoon 10-2 PM,9919990226
CUST00669,Yash Kamath,Jaipur,Tier 2,46-60,Female,Paid Ads,Gold,2021-04-22,Morning 6-10 AM,
CUST00670,Rashmi Dubey,Bengaluru,Tier 1,26-35,Other,Offline,None,2023-01-01,Morning 6-10 AM,9591515743
CUST00671,Tanmay Gowda,Delhi,Tier 1,18-25,Male,Organic,None,2021-12-11,Morning 6-10 AM,9704782275
CUST00672,Aditya Menon,Ahmedabad,Tier 2,36-45,Other,Paid Ads,None,2023-05-03,Afternoon 10-2 PM,9634842369
CUST00673,Rekha Verma,Hyderabad,Tier 1,26-35,Other,Organic,None,2021-08-06,Afternoon 10-2 PM,9187040987
CUST00674,Rashmi Suri,Delhi,Tier 1,26-35,Female,Organic,None,2022-11-06,Evening 4-8 PM,9586514567
CUST00675,Uma Srivastava,Bengaluru,Tier 1,46-60,Female,Organic,Gold,2022-08-03,Evening 4-8 PM,
CUST00676,Dhruv Roy,Mumbai,Tier 1,18-25,Male,Organic,Silver,2023-03-28,Evening 4-8 PM,9274956229
CUST00677,Seema Das,Bengaluru,Tier 1,36-45,Female,Organic,None,2023-06-05,Morning 6-10 AM,9835472281
CUST00678,Sagar Suri,Hyderabad,Tier 1,18-25,Male,Organic,None,2023-03-06,Afternoon 10-2 PM,9554268579
CUST00679,Siddharth Naidu,Mumbai,Tier 1,26-35,Male,Referral,Gold,2023-11-18,Morning 6-10 AM,9340765354
CUST00680,Sachin Rao,Hyderabad,Tier 1,46-60,Female,Referral,Platinum,2023-08-17,Morning 6-10 AM,9612831297
CUST00681,Ishaan Oberoi,Bengaluru,Tier 1,46-60,Female,Paid Ads,None,2021-04-08,Morning 6-10 AM,9651274642
CUST00682,Siddharth Tiwari,Mumbai,Tier 1,18-25,Female,Paid Ads,None,2022-06-06,Morning 6-10 AM,9117468377
CUST00683,Keerthi Dubey,Mumbai,Tier 1,26-35,Male,Paid Ads,Gold,2022-09-02,Morning 6-10 AM,9913202948
CUST00684,Faisal Naidu,Hyderabad,Tier 1,26-35,Female,Influencer,Silver,2022-01-15,Morning 6-10 AM,9378440227
CUST00685,Farhan Pandey,Ahmedabad,Tier 2,36-45,Male,Organic,None,2023-09-05,Morning 6-10 AM,9806218351
CUST00686,Dhruv Srivastava,Lucknow,Tier 2,26-35,,Offline,None,2023-03-20,Afternoon 10-2 PM,9245077501
CUST00687,Gaurav Hegde,Mumbai,Tier 1,18-25,Other,Influencer,None,2021-10-25,Morning 6-10 AM,9772225892
CUST00688,Vinay Pillai,Ahmedabad,Tier 2,18-25,Female,Organic,Silver,2021-08-27,Afternoon 10-2 PM,9854408968
CUST00689,Tarun Chauhan,Delhi,Tier 1,18-25,Male,Organic,Silver,2023-03-14,Morning 6-10 AM,
CUST00690,Sachin Pandey,Hyderabad,Tier 1,60+,Female,Referral,Silver,2022-08-19,Afternoon 10-2 PM,9651211504
CUST00691,Ekta Oberoi,Delhi,Tier 1,46-60,Female,Organic,Platinum,2021-02-08,Morning 6-10 AM,9168193955
CUST00692,Imran Tiwari,Bengaluru,Tier 1,46-60,,Referral,None,2023-07-08,Evening 4-8 PM,
CUST00693,Manish Chauhan,Bengaluru,Tier 1,26-35,Male,Organic,None,2022-11-26,Late Night 8-11 PM,9867939251
CUST00694,Ishaan Krishnan,Hyderabad,Tier 1,26-35,Female,Offline,None,2023-01-08,Evening 4-8 PM,9273973824
CUST00695,Priya Anand,Hyderabad,Tier 1,36-45,Female,Organic,Silver,2023-10-05,Morning 6-10 AM,9630133267
CUST00696,Mohan Bajaj,Bengaluru,Tier 1,18-25,Male,Influencer,Silver,2021-11-21,Afternoon 10-2 PM,9640606355
CUST00697,Bhavya Mukherjee,Mumbai,Tier 1,26-35,Female,Organic,None,2022-06-13,Morning 6-10 AM,9926108943
CUST00698,Yash Bose,Mumbai,Tier 1,46-60,Female,Influencer,None,2021-08-02,Evening 4-8 PM,9570112847
CUST00699,Gaurav Joshi,Pune,Tier 2,36-45,Female,Influencer,None,2021-03-27,Morning 6-10 AM,9226765260
CUST00700,Sandeep Reddy,Ahmedabad,Tier 2,36-45,Female,Referral,Silver,2021-07-23,Afternoon 10-2 PM,9979567192
CUST00701,Meera Shukla,Mumbai,Tier 1,60+,Female,Organic,Gold,2023-08-29,Evening 4-8 PM,9191519166
CUST00702,Sachin Yadav,Bengaluru,Tier 1,26-35,Female,Organic,Gold,2023-12-21,Evening 4-8 PM,9960892562
CUST00703,Shreya Subramaniam,Delhi,Tier 1,26-35,Female,Referral,Platinum,2021-03-02,Afternoon 10-2 PM,9870544763
CUST00704,Bhavya Singh,Pune,Tier 2,26-35,Male,Referral,None,2023-03-17,Afternoon 10-2 PM,9788768615
CUST00705,Zoya Mehta,Mumbai,Tier 1,60+,Other,Referral,Platinum,2022-08-29,Evening 4-8 PM,9852467956
CUST00706,Rajan Srivastava,Delhi,Tier 1,36-45,Female,Organic,None,2023-12-17,Morning 6-10 AM,9533725200
CUST00707,Mohan Krishnan,Delhi,Tier 1,36-45,Female,Referral,None,2023-04-09,Evening 4-8 PM,9190495952
CUST00708,Rekha Roy,Mumbai,Tier 1,36-45,Female,Organic,Silver,2022-08-05,Late Night 8-11 PM,9435278479
CUST00709,Hansika Reddy,Delhi,Tier 1,18-25,Female,Paid Ads,None,2022-09-15,Morning 6-10 AM,9218586088
CUST00710,Sanika Kapoor,Pune,Tier 2,36-45,Male,Organic,None,2021-09-13,Evening 4-8 PM,9105597844
CUST00711,Nikhil Naidu,Delhi,Tier 1,36-45,Female,Referral,None,2023-12-29,Late Night 8-11 PM,9421265286
CUST00712,Sachin Khurana,Bengaluru,Tier 1,36-45,Female,Paid Ads,Platinum,2022-11-03,Morning 6-10 AM,9935961171
CUST00713,Diya Rao,Bengaluru,Tier 1,36-45,Female,Organic,Platinum,2021-09-24,Morning 6-10 AM,9496526646
CUST00714,Seema Kohli,Hyderabad,Tier 1,36-45,,Influencer,None,2023-05-18,Afternoon 10-2 PM,9625640719
CUST00715,Shubham Hegde,Pune,Tier 2,26-35,Male,Paid Ads,None,2023-11-18,Afternoon 10-2 PM,9328323191
CUST00716,Ananya Tripathi,Delhi,Tier 1,26-35,Female,Offline,Silver,2023-04-17,Morning 6-10 AM,9410945513
CUST00717,Kavya Nair,Mumbai,Tier 1,26-35,Other,Paid Ads,Silver,2021-10-20,Afternoon 10-2 PM,9152238662
CUST00718,Rajesh Krishnan,Jaipur,Tier 2,26-35,Male,Referral,Silver,2022-12-16,Morning 6-10 AM,
CUST00719,Rajesh Khurana,Delhi,Tier 1,26-35,Male,Paid Ads,None,2021-09-29,Evening 4-8 PM,9594926438
CUST00720,Lavanya Shukla,Pune,Tier 2,18-25,Female,Organic,None,2023-04-19,Evening 4-8 PM,9463996201
CUST00721,Lavanya Krishnan,Delhi,Tier 1,26-35,Male,Organic,None,2021-02-20,Morning 6-10 AM,9859563731
CUST00722,Imran Nair,Bengaluru,Tier 1,36-45,Male,Offline,None,2021-04-19,Afternoon 10-2 PM,9905906132
CUST00723,Akash Nair,Delhi,Tier 1,36-45,Female,Offline,Gold,2022-02-26,Morning 6-10 AM,9722290025
CUST00724,Vinay Arora,Delhi,Tier 1,26-35,Female,Paid Ads,Gold,2022-11-28,Late Night 8-11 PM,9666830194
CUST00725,Pallavi Singh,Bengaluru,Tier 1,18-25,Male,Organic,None,2022-06-08,Morning 6-10 AM,9537309736
CUST00726,Ayesha Bhatia,Hyderabad,Tier 1,60+,Male,Referral,Gold,2021-07-22,Morning 6-10 AM,9448126205
CUST00727,Harini Mehta,Bengaluru,Tier 1,26-35,Female,Referral,Gold,2023-10-31,Afternoon 10-2 PM,9165103088
CUST00728,Vivek Tiwari,Bengaluru,Tier 1,18-25,Male,Referral,Gold,2021-02-08,Late Night 8-11 PM,9824880344
CUST00729,Yash Sethi,Mumbai,Tier 1,36-45,Male,Paid Ads,Silver,2023-10-22,Morning 6-10 AM,9500833429
CUST00730,Kritika Nayak,Delhi,Tier 1,26-35,Female,Offline,Silver,2021-03-27,Afternoon 10-2 PM,9990531175
CUST00731,Jhanvi Reddy,Hyderabad,Tier 1,18-25,Female,Paid Ads,None,2023-02-18,Afternoon 10-2 PM,9328443009
CUST00732,Varun Das,Delhi,Tier 1,18-25,Female,Paid Ads,None,2023-03-21,Morning 6-10 AM,9878542046
CUST00733,Prachi Krishnan,Delhi,Tier 1,26-35,Female,Offline,None,2022-12-03,Morning 6-10 AM,9859945169
CUST00734,Nisha Suri,Delhi,Tier 1,60+,Male,Paid Ads,None,2021-02-02,Afternoon 10-2 PM,9102198503
CUST00735,Aarav Subramaniam,Hyderabad,Tier 1,18-25,Male,Paid Ads,None,2023-09-29,Evening 4-8 PM,9945362558
CUST00736,Jhanvi Gupta,Ahmedabad,Tier 2,36-45,Female,Influencer,None,2021-09-10,Afternoon 10-2 PM,9988485748
CUST00737,Sapna Kumar,Hyderabad,Tier 1,46-60,Female,Offline,None,2023-01-29,Morning 6-10 AM,9337856110
CUST00738,Prachi Oberoi,Pune,Tier 2,46-60,Male,Organic,None,2022-09-13,Evening 4-8 PM,9630223017
CUST00739,Ananya Bose,Lucknow,Tier 2,26-35,Female,Referral,Silver,2023-03-23,Morning 6-10 AM,9637220565
CUST00740,Vivek Pillai,Delhi,Tier 1,36-45,Female,Referral,None,2021-05-14,Afternoon 10-2 PM,9236827900
CUST00741,Zara Kamath,Bengaluru,Tier 1,26-35,Female,Referral,None,2021-02-17,Morning 6-10 AM,9672241594
CUST00742,Nandini Bajaj,Hyderabad,Tier 1,46-60,Male,Paid Ads,None,2021-04-17,Evening 4-8 PM,9536879666
CUST00743,Nandini Jain,Bengaluru,Tier 1,26-35,Male,Referral,Silver,2022-04-05,Evening 4-8 PM,9671671189
CUST00744,Aarav Mishra,Delhi,Tier 1,26-35,Male,Paid Ads,None,2022-04-08,Morning 6-10 AM,9179929734
CUST00745,Meera Reddy,Jaipur,Tier 2,26-35,Male,Referral,None,2023-06-04,Morning 6-10 AM,9772481396
CUST00746,Pallavi Malhotra,Jaipur,Tier 2,18-25,Male,Paid Ads,None,2022-11-15,Morning 6-10 AM,9178287411
CUST00747,Faisal Shukla,Pune,Tier 2,36-45,Female,Paid Ads,None,2021-05-05,Morning 6-10 AM,9844493568
CUST00748,Ishaan Mehta,Mumbai,Tier 1,46-60,Male,Paid Ads,Silver,2021-05-15,Evening 4-8 PM,
CUST00749,Sanjay Mishra,Mumbai,Tier 1,18-25,Female,Organic,None,2021-01-22,Afternoon 10-2 PM,9559675039
CUST00750,Faisal Joshi,Ahmedabad,Tier 2,26-35,Female,Referral,None,2022-11-04,Afternoon 10-2 PM,9113194760
CUST00751,Bhavya Kohli,Delhi,Tier 1,36-45,,Paid Ads,Gold,2022-06-09,Evening 4-8 PM,9766633565
CUST00752,Nisha Iyer,Delhi,Tier 1,36-45,Male,Paid Ads,Gold,2023-01-03,Afternoon 10-2 PM,9932682132
CUST00753,Swati Ghosh,Mumbai,Tier 1,36-45,Male,Offline,Silver,2021-10-24,Afternoon 10-2 PM,9996762249
CUST00754,Aryan Pandey,Delhi,Tier 1,26-35,Other,Referral,Gold,2021-05-21,Morning 6-10 AM,9846016035
CUST00755,Suresh Arora,Hyderabad,Tier 1,36-45,Female,Paid Ads,Gold,2022-09-06,Morning 6-10 AM,9587803152
CUST00756,Arjun Rathore,Ahmedabad,Tier 2,26-35,Male,Organic,Gold,2022-03-13,Morning 6-10 AM,9974726647
CUST00757,Vandana Roy,Bengaluru,Tier 1,26-35,Male,Offline,Gold,2021-06-01,Afternoon 10-2 PM,9252902956
CUST00758,Manish Chawla,Bengaluru,Tier 1,36-45,Female,Organic,Gold,2022-02-10,Morning 6-10 AM,9381319126
CUST00759,Rohit Kamath,Hyderabad,Tier 1,36-45,Male,Organic,Silver,2021-07-27,Evening 4-8 PM,9506865213
CUST00760,Gaurav Mukherjee,Hyderabad,Tier 1,46-60,Male,Organic,None,2021-12-17,Evening 4-8 PM,9769159960
CUST00761,Sachin Gupta,Ahmedabad,Tier 2,18-25,Female,Organic,None,2023-12-27,Morning 6-10 AM,9743761010
CUST00762,Hansika Malhotra,Delhi,Tier 1,46-60,Female,Referral,None,2022-08-26,Evening 4-8 PM,9157186389
CUST00763,Prachi Gowda,Hyderabad,Tier 1,18-25,Male,Referral,None,2021-06-16,Afternoon 10-2 PM,9760229298
CUST00764,Varun Roy,Mumbai,Tier 1,36-45,Female,Paid Ads,Silver,2023-08-09,Afternoon 10-2 PM,9664225204
